permit_id,application_number,service_id,region_id,request_date,completion_date,processing_days,status,channel
1263,PERM-2024-01263,S2,R1,2024-06-07,2024-06-10,3,Completed,Online Portal
1264,PERM-2025-01264,S2,R2,2025-07-06,2025-07-09,3,Completed,Mobile App
1265,PERM-2024-01265,S2,R1,2024-02-05,,19,Under Review,Service Center
1266,PERM-2025-01266,S4,R1,2025-06-04,2025-06-05,1,Completed,Online Portal
1267,PERM-2024-01267,S1,R1,2024-12-05,2024-12-06,1,Completed,Online Portal
1268,PERM-2023-01268,S1,R1,2023-01-22,2023-01-24,2,Completed,Online Portal
1269,PERM-2024-01269,S2,R3,2024-04-18,2024-04-19,1,Completed,Mobile App
1270,PERM-2023-01270,S1,R1,2023-07-29,2023-08-01,3,Completed,Online Portal
1271,PERM-2023-01271,S1,R4,2023-11-02,2023-11-04,2,Completed,Mobile App
1272,PERM-2024-01272,S5,R5,2024-12-04,,24,Under Review,Service Center
1273,PERM-2024-01273,S5,R2,2024-11-17,2024-11-26,9,Completed,Online Portal
1274,PERM-2023-01274,S2,R1,2023-10-12,2023-11-05,24,Completed,Service Center
1275,PERM-2024-01275,S5,R1,2024-12-16,,23,Under Review,Kiosk
1276,PERM-2025-01276,S2,R2,2025-02-01,2025-02-03,2,Completed,Online Portal
1277,PERM-2025-01277,S1,R1,2025-08-05,2025-08-08,3,Completed,Online Portal
1278,PERM-2024-01278,S2,R1,2024-01-16,,16,Under Review,Kiosk
1279,PERM-2024-01279,S2,R2,2024-04-04,2024-04-27,23,Rejected,Kiosk
1280,PERM-2025-01280,S5,R3,2025-10-27,2025-11-05,9,Completed,Online Portal
1281,PERM-2023-01281,S1,R2,2023-01-29,,3,Under Review,Online Portal
1282,PERM-2025-01282,S2,R1,2025-06-25,2025-06-26,1,Completed,Online Portal
1283,PERM-2025-01283,S1,R2,2025-11-22,2025-12-10,18,Completed,Kiosk
1284,PERM-2025-01284,S1,R1,2025-05-28,2025-05-31,3,Completed,Online Portal
1285,PERM-2023-01285,S1,R1,2023-03-20,2023-03-22,2,Completed,Mobile App
1286,PERM-2025-01286,S5,R3,2025-08-04,2025-08-29,25,Rejected,Service Center
1287,PERM-2024-01287,S3,R1,2024-04-03,2024-04-06,3,Completed,Online Portal
1288,PERM-2024-01288,S3,R1,2024-07-23,2024-07-26,3,Completed,Mobile App
1289,PERM-2025-01289,S2,R1,2025-01-07,2025-01-08,1,Completed,Online Portal
1290,PERM-2024-01290,S2,R3,2024-05-30,2024-06-20,21,Rejected,Service Center
1291,PERM-2024-01291,S1,R2,2024-02-01,2024-02-02,1,Completed,Online Portal
1292,PERM-2023-01292,S1,R2,2023-02-08,,1,Under Review,Mobile App
1293,PERM-2025-01293,S2,R2,2025-06-05,2025-06-07,2,Completed,Mobile App
1294,PERM-2025-01294,S3,R1,2025-03-07,2025-03-09,2,Completed,Online Portal
1295,PERM-2023-01295,S2,R1,2023-06-06,2023-06-07,1,Completed,Online Portal
1296,PERM-2025-01296,S1,R1,2025-06-02,2025-06-03,1,Completed,Online Portal
1297,PERM-2025-01297,S1,R1,2025-08-31,2025-09-03,3,Completed,Online Portal
1298,PERM-2025-01298,S1,R1,2025-11-11,2025-11-24,13,Completed,Service Center
1299,PERM-2025-01299,S2,R4,2025-04-28,,19,Under Review,Service Center
1300,PERM-2025-01300,S5,R1,2025-01-17,2025-01-28,11,Completed,Online Portal
1301,PERM-2025-01301,S2,R1,2025-09-15,2025-09-18,3,Completed,Mobile App
1302,PERM-2023-01302,S3,R1,2023-01-21,2023-01-23,2,Completed,Mobile App
1303,PERM-2023-01303,S2,R1,2023-10-30,,22,Under Review,Service Center
1304,PERM-2025-01304,S2,R4,2025-05-18,2025-05-20,2,Completed,Online Portal
1305,PERM-2023-01305,S1,R1,2023-03-25,2023-03-27,2,Completed,Online Portal
1306,PERM-2024-01306,S4,R1,2024-07-23,2024-07-26,3,Completed,Online Portal
1307,PERM-2025-01307,S3,R2,2025-07-22,2025-07-24,2,Completed,Mobile App
1308,PERM-2025-01308,S1,R1,2025-10-05,2025-10-08,3,Completed,Online Portal
1309,PERM-2025-01309,S2,R1,2025-03-03,2025-03-06,3,Completed,Online Portal
1310,PERM-2025-01310,S2,R1,2025-03-02,2025-03-04,2,Completed,Online Portal
1311,PERM-2024-01311,S2,R2,2024-05-06,2024-05-09,3,Completed,Mobile App
1312,PERM-2023-01312,S5,R5,2023-07-27,2023-08-07,11,Completed,Online Portal
1313,PERM-2025-01313,S2,R2,2025-12-19,2025-12-22,3,Completed,Online Portal
1314,PERM-2024-01314,S2,R1,2024-03-05,2024-03-08,3,Completed,Online Portal
1315,PERM-2025-01315,S1,R3,2025-09-11,2025-09-12,1,Completed,Online Portal
1316,PERM-2024-01316,S1,R1,2024-06-03,2024-06-05,2,Completed,Mobile App
1317,PERM-2024-01317,S1,R1,2024-08-13,2024-08-15,2,Completed,Online Portal
1318,PERM-2025-01318,S1,R1,2025-11-16,2025-11-17,1,Completed,Online Portal
1319,PERM-2023-01319,S2,R1,2023-07-18,2023-07-20,2,Completed,Mobile App
1320,PERM-2024-01320,S2,R1,2024-01-22,2024-01-23,1,Completed,Online Portal
1321,PERM-2023-01321,S1,R2,2023-12-15,2023-12-18,3,Completed,Online Portal
1322,PERM-2025-01322,S3,R4,2025-08-17,2025-09-07,21,Completed,Service Center
1323,PERM-2024-01323,S1,R1,2024-11-23,2024-11-26,3,Completed,Online Portal
1324,PERM-2024-01324,S2,R1,2024-01-13,2024-01-14,1,Completed,Online Portal
1325,PERM-2025-01325,S1,R1,2025-06-17,2025-06-18,1,Completed,Online Portal
1326,PERM-2025-01326,S2,R1,2025-07-04,2025-07-07,3,Rejected,Online Portal
1327,PERM-2024-01327,S1,R2,2024-06-10,2024-06-12,2,Completed,Mobile App
1328,PERM-2025-01328,S2,R1,2025-01-03,2025-01-05,2,Completed,Mobile App
1329,PERM-2023-01329,S2,R3,2023-07-25,2023-07-28,3,Completed,Mobile App
1330,PERM-2024-01330,S5,R1,2024-03-30,,11,Under Review,Online Portal
1331,PERM-2024-01331,S1,R1,2024-06-04,,3,Under Review,Online Portal
1332,PERM-2025-01332,S1,R1,2025-10-13,2025-10-28,15,Completed,Service Center
1333,PERM-2025-01333,S1,R1,2025-08-13,,13,Under Review,Service Center
1334,PERM-2024-01334,S2,R1,2024-12-26,2024-12-27,1,Completed,Online Portal
1335,PERM-2025-01335,S1,R2,2025-10-10,2025-10-12,2,Completed,Online Portal
1336,PERM-2024-01336,S3,R1,2024-05-15,2024-05-16,1,Completed,Online Portal
1337,PERM-2023-01337,S2,R2,2023-04-27,2023-04-29,2,Completed,Online Portal
1338,PERM-2024-01338,S2,R1,2024-01-21,2024-01-24,3,Completed,Online Portal
1339,PERM-2024-01339,S2,R1,2024-08-06,2024-08-09,3,Completed,Online Portal
1340,PERM-2024-01340,S1,R1,2024-01-30,2024-01-31,1,Completed,Mobile App
1341,PERM-2025-01341,S1,R3,2025-12-23,2025-12-25,2,Completed,Mobile App
1342,PERM-2024-01342,S2,R1,2024-12-21,2024-12-23,2,Completed,Online Portal
1343,PERM-2023-01343,S2,R2,2023-03-13,2023-03-14,1,Completed,Online Portal
1344,PERM-2023-01344,S1,R1,2023-10-01,,14,Under Review,Service Center
1345,PERM-2023-01345,S1,R2,2023-12-04,2023-12-07,3,Completed,Online Portal
1346,PERM-2024-01346,S5,R1,2024-08-29,2024-09-09,11,Completed,Mobile App
1347,PERM-2023-01347,S1,R2,2023-06-15,2023-06-17,2,Completed,Online Portal
1348,PERM-2023-01348,S3,R2,2023-01-11,2023-01-12,1,Completed,Mobile App
1349,PERM-2024-01349,S3,R4,2024-12-29,2024-12-31,2,Rejected,Online Portal
1350,PERM-2025-01350,S1,R1,2025-03-11,2025-03-13,2,Completed,Online Portal
1351,PERM-2023-01351,S1,R1,2023-04-12,2023-04-14,2,Completed,Online Portal
1352,PERM-2025-01352,S1,R1,2025-02-17,2025-02-18,1,Completed,Online Portal
1353,PERM-2023-01353,S2,R3,2023-08-02,2023-08-04,2,Completed,Online Portal
1354,PERM-2024-01354,S2,R1,2024-02-05,2024-02-07,2,Completed,Mobile App
1355,PERM-2024-01355,S3,R2,2024-08-10,2024-08-13,3,Completed,Online Portal
1356,PERM-2025-01356,S5,R1,2025-06-07,2025-06-17,10,Rejected,Online Portal
1357,PERM-2025-01357,S2,R1,2025-12-05,2025-12-06,1,Completed,Mobile App
1358,PERM-2024-01358,S1,R1,2024-08-14,2024-08-17,3,Completed,Mobile App
1359,PERM-2023-01359,S1,R5,2023-04-02,2023-04-27,25,Rejected,Kiosk
1360,PERM-2024-01360,S3,R2,2024-11-03,2024-11-05,2,Completed,Mobile App
1361,PERM-2024-01361,S1,R4,2024-12-14,2024-12-15,1,Completed,Online Portal
1362,PERM-2025-01362,S1,R1,2025-07-24,2025-07-27,3,Completed,Mobile App
1363,PERM-2023-01363,S2,R2,2023-08-30,2023-09-12,13,Rejected,Service Center
1364,PERM-2023-01364,S2,R2,2023-01-02,,25,Under Review,Service Center
1365,PERM-2023-01365,S5,R1,2023-08-13,2023-08-24,11,Completed,Online Portal
1366,PERM-2025-01366,S2,R3,2025-03-11,2025-03-13,2,Completed,Online Portal
1367,PERM-2024-01367,S1,R4,2024-08-11,2024-08-12,1,Completed,Online Portal
1368,PERM-2023-01368,S5,R3,2023-04-26,2023-05-05,9,Completed,Mobile App
1369,PERM-2025-01369,S1,R2,2025-07-06,2025-07-09,3,Completed,Mobile App
1370,PERM-2023-01370,S2,R1,2023-07-13,2023-07-15,2,Completed,Mobile App
1371,PERM-2025-01371,S2,R1,2025-05-20,2025-05-22,2,Completed,Online Portal
1372,PERM-2023-01372,S1,R5,2023-03-31,2023-04-01,1,Completed,Mobile App
1373,PERM-2023-01373,S2,R1,2023-05-02,2023-05-23,21,Completed,Service Center
1374,PERM-2023-01374,S1,R2,2023-05-23,2023-05-24,1,Completed,Online Portal
1375,PERM-2025-01375,S2,R2,2025-09-20,2025-09-21,1,Completed,Mobile App
1376,PERM-2023-01376,S2,R2,2023-04-16,2023-04-17,1,Completed,Online Portal
1377,PERM-2025-01377,S3,R5,2025-06-05,2025-06-25,20,Completed,Service Center
1378,PERM-2024-01378,S3,R1,2024-03-03,2024-03-19,16,Rejected,Service Center
1379,PERM-2023-01379,S1,R1,2023-11-13,2023-11-16,3,Completed,Mobile App
1380,PERM-2024-01380,S2,R1,2024-09-26,2024-09-29,3,Completed,Mobile App
1381,PERM-2023-01381,S2,R1,2023-01-09,2023-02-01,23,Completed,Service Center
1382,PERM-2025-01382,S1,R1,2025-02-12,2025-02-15,3,Completed,Online Portal
1383,PERM-2023-01383,S3,R1,2023-08-11,2023-08-13,2,Completed,Online Portal
1384,PERM-2024-01384,S2,R3,2024-07-06,2024-07-08,2,Completed,Mobile App
1385,PERM-2024-01385,S1,R4,2024-12-16,2024-12-19,3,Completed,Online Portal
1386,PERM-2023-01386,S2,R1,2023-04-21,2023-04-23,2,Completed,Online Portal
1387,PERM-2023-01387,S1,R1,2023-09-08,2023-10-02,24,Completed,Service Center
1388,PERM-2024-01388,S2,R4,2024-01-18,2024-01-20,2,Completed,Mobile App
1389,PERM-2023-01389,S1,R1,2023-01-07,2023-01-08,1,Completed,Online Portal
1390,PERM-2024-01390,S5,R1,2024-04-03,2024-04-13,10,Completed,Online Portal
1391,PERM-2023-01391,S3,R1,2023-07-27,2023-07-30,3,Completed,Online Portal
1392,PERM-2025-01392,S2,R2,2025-06-18,2025-06-19,1,Completed,Online Portal
1393,PERM-2023-01393,S2,R1,2023-01-22,2023-01-23,1,Completed,Online Portal
1394,PERM-2024-01394,S4,R5,2024-02-14,2024-02-16,2,Completed,Mobile App
1395,PERM-2025-01395,S2,R1,2025-06-13,2025-06-16,3,Completed,Online Portal
1396,PERM-2024-01396,S1,R1,2024-05-29,2024-05-31,2,Completed,Online Portal
1397,PERM-2025-01397,S2,R1,2025-03-19,2025-03-20,1,Completed,Online Portal
1398,PERM-2025-01398,S3,R1,2025-05-23,2025-06-04,12,Rejected,Kiosk
1399,PERM-2023-01399,S2,R2,2023-01-14,2023-01-15,1,Completed,Online Portal
1400,PERM-2025-01400,S2,R2,2025-08-28,2025-08-29,1,Completed,Online Portal
1401,PERM-2025-01401,S3,R2,2025-09-04,2025-09-05,1,Completed,Online Portal
1402,PERM-2025-01402,S4,R2,2025-10-10,2025-10-13,3,Completed,Mobile App
1403,PERM-2025-01403,S4,R4,2025-11-01,,2,Under Review,Mobile App
1404,PERM-2023-01404,S1,R3,2023-03-28,,1,Under Review,Online Portal
1405,PERM-2025-01405,S2,R2,2025-06-27,2025-06-29,2,Completed,Online Portal
1406,PERM-2023-01406,S2,R1,2023-05-02,2023-05-03,1,Completed,Online Portal
1407,PERM-2025-01407,S3,R1,2025-01-19,2025-01-20,1,Completed,Mobile App
1408,PERM-2024-01408,S2,R1,2024-11-15,2024-11-16,1,Completed,Mobile App
1409,PERM-2023-01409,S1,R2,2023-11-05,2023-11-06,1,Completed,Online Portal
1410,PERM-2024-01410,S3,R1,2024-11-25,2024-11-26,1,Completed,Online Portal
1411,PERM-2023-01411,S2,R1,2023-10-15,,1,Under Review,Online Portal
1412,PERM-2023-01412,S1,R3,2023-11-03,2023-11-06,3,Completed,Online Portal
1413,PERM-2025-01413,S2,R3,2025-07-02,2025-07-03,1,Completed,Mobile App
1414,PERM-2024-01414,S1,R4,2024-10-23,2024-10-25,2,Completed,Online Portal
1415,PERM-2024-01415,S2,R1,2024-07-02,2024-07-05,3,Rejected,Online Portal
1416,PERM-2023-01416,S1,R2,2023-11-08,2023-11-09,1,Completed,Online Portal
1417,PERM-2025-01417,S2,R1,2025-05-22,,25,Under Review,Kiosk
1418,PERM-2025-01418,S2,R1,2025-12-18,2026-01-08,21,Completed,Service Center
1419,PERM-2025-01419,S2,R1,2025-07-12,2025-07-13,1,Completed,Online Portal
1420,PERM-2025-01420,S2,R1,2025-01-24,2025-01-27,3,Completed,Online Portal
1421,PERM-2023-01421,S3,R1,2023-02-04,2023-02-06,2,Completed,Online Portal
1422,PERM-2024-01422,S1,R3,2024-03-20,2024-03-23,3,Completed,Online Portal
1423,PERM-2023-01423,S1,R1,2023-04-03,2023-04-04,1,Completed,Online Portal
1424,PERM-2023-01424,S3,R2,2023-12-19,2023-12-20,1,Completed,Mobile App
1425,PERM-2025-01425,S1,R1,2025-06-21,2025-06-22,1,Rejected,Mobile App
1426,PERM-2025-01426,S5,R1,2025-05-11,2025-06-03,23,Completed,Service Center
1427,PERM-2023-01427,S3,R1,2023-06-08,2023-06-09,1,Completed,Online Portal
1428,PERM-2025-01428,S2,R1,2025-08-14,,23,Under Review,Service Center
1429,PERM-2023-01429,S5,R2,2023-01-24,2023-02-03,10,Completed,Mobile App
1430,PERM-2024-01430,S1,R1,2024-02-08,2024-02-09,1,Completed,Online Portal
1431,PERM-2025-01431,S2,R1,2025-03-15,,2,Under Review,Online Portal
1432,PERM-2024-01432,S2,R1,2024-05-30,2024-06-01,2,Completed,Online Portal
1433,PERM-2025-01433,S2,R1,2025-01-01,2025-01-02,1,Completed,Online Portal
1434,PERM-2024-01434,S5,R4,2024-06-15,2024-06-26,11,Completed,Online Portal
1435,PERM-2025-01435,S1,R1,2025-08-13,2025-08-14,1,Completed,Mobile App
1436,PERM-2023-01436,S2,R2,2023-06-01,2023-06-02,1,Completed,Online Portal
1437,PERM-2025-01437,S2,R2,2025-08-04,,20,Under Review,Service Center
1438,PERM-2024-01438,S2,R4,2024-08-30,2024-08-31,1,Completed,Online Portal
1439,PERM-2024-01439,S1,R3,2024-02-24,2024-03-19,24,Completed,Kiosk
1440,PERM-2025-01440,S2,R2,2025-05-15,2025-05-16,1,Completed,Online Portal
1441,PERM-2024-01441,S3,R2,2024-07-31,2024-08-02,2,Completed,Mobile App
1442,PERM-2023-01442,S1,R3,2023-12-01,2023-12-04,3,Completed,Online Portal
1443,PERM-2025-01443,S3,R1,2025-07-20,2025-07-21,1,Rejected,Online Portal
1444,PERM-2023-01444,S2,R1,2023-10-22,2023-11-07,16,Completed,Service Center
1445,PERM-2025-01445,S3,R1,2025-01-24,2025-01-27,3,Completed,Online Portal
1446,PERM-2023-01446,S2,R3,2023-07-05,2023-07-06,1,Completed,Mobile App
1447,PERM-2024-01447,S1,R3,2024-09-28,2024-09-29,1,Completed,Mobile App
1448,PERM-2024-01448,S2,R1,2024-06-13,2024-06-16,3,Completed,Online Portal
1449,PERM-2023-01449,S3,R2,2023-01-21,,2,Under Review,Online Portal
1450,PERM-2025-01450,S2,R1,2025-06-29,2025-07-01,2,Completed,Mobile App
1451,PERM-2025-01451,S5,R1,2025-05-16,2025-05-27,11,Completed,Online Portal
1452,PERM-2025-01452,S2,R5,2025-03-04,2025-03-07,3,Completed,Mobile App
1453,PERM-2023-01453,S1,R1,2023-04-10,,18,Under Review,Service Center
1454,PERM-2025-01454,S2,R1,2025-01-21,,3,Under Review,Online Portal
1455,PERM-2024-01455,S5,R2,2024-04-22,2024-05-03,11,Completed,Online Portal
1456,PERM-2025-01456,S2,R2,2025-07-28,2025-07-31,3,Completed,Mobile App
1457,PERM-2024-01457,S3,R1,2024-06-09,2024-06-11,2,Rejected,Online Portal
1458,PERM-2023-01458,S4,R2,2023-11-30,2023-12-02,2,Completed,Online Portal
1459,PERM-2023-01459,S2,R1,2023-01-02,2023-01-04,2,Completed,Online Portal
1460,PERM-2024-01460,S1,R1,2024-01-10,2024-01-13,3,Completed,Mobile App
1461,PERM-2023-01461,S2,R1,2023-10-20,2023-10-22,2,Completed,Online Portal
1462,PERM-2025-01462,S2,R2,2025-04-16,2025-04-17,1,Completed,Online Portal
1463,PERM-2025-01463,S3,R1,2025-10-01,2025-10-03,2,Completed,Mobile App
1464,PERM-2024-01464,S2,R4,2024-07-06,2024-07-08,2,Completed,Online Portal
1465,PERM-2023-01465,S2,R3,2023-11-14,2023-11-17,3,Completed,Online Portal
1466,PERM-2024-01466,S3,R5,2024-01-16,2024-01-30,14,Rejected,Kiosk
1467,PERM-2023-01467,S2,R1,2023-01-14,,1,Under Review,Mobile App
1468,PERM-2024-01468,S2,R5,2024-05-18,2024-06-12,25,Completed,Service Center
1469,PERM-2023-01469,S2,R1,2023-08-19,2023-08-22,3,Rejected,Online Portal
1470,PERM-2023-01470,S2,R1,2023-05-10,2023-05-13,3,Completed,Mobile App
1471,PERM-2025-01471,S2,R1,2025-04-17,2025-04-18,1,Completed,Online Portal
1472,PERM-2025-01472,S3,R1,2025-06-09,2025-06-10,1,Completed,Online Portal
1473,PERM-2023-01473,S2,R2,2023-01-28,2023-01-30,2,Completed,Online Portal
1474,PERM-2023-01474,S2,R1,2023-03-07,2023-03-09,2,Completed,Online Portal
1475,PERM-2023-01475,S2,R1,2023-09-18,,25,Under Review,Service Center
1476,PERM-2024-01476,S1,R2,2024-04-04,2024-04-07,3,Completed,Online Portal
1477,PERM-2023-01477,S1,R1,2023-10-28,2023-10-31,3,Completed,Mobile App
1478,PERM-2025-01478,S5,R2,2025-07-07,2025-07-16,9,Completed,Mobile App
1479,PERM-2023-01479,S2,R1,2023-10-14,2023-10-16,2,Completed,Mobile App
1480,PERM-2025-01480,S2,R3,2025-10-30,2025-11-02,3,Completed,Online Portal
1481,PERM-2024-01481,S2,R3,2024-09-21,2024-09-23,2,Completed,Mobile App
1482,PERM-2023-01482,S1,R1,2023-09-27,2023-09-29,2,Completed,Online Portal
1483,PERM-2024-01483,S2,R1,2024-08-14,2024-08-17,3,Completed,Online Portal
1484,PERM-2025-01484,S2,R1,2025-04-23,2025-05-09,16,Completed,Kiosk
1485,PERM-2025-01485,S2,R3,2025-05-11,2025-05-12,1,Rejected,Online Portal
1486,PERM-2023-01486,S2,R1,2023-05-13,2023-05-15,2,Completed,Online Portal
1487,PERM-2025-01487,S1,R1,2025-08-29,2025-09-10,12,Completed,Service Center
1488,PERM-2024-01488,S1,R1,2024-05-27,2024-05-28,1,Completed,Online Portal
1489,PERM-2023-01489,S5,R1,2023-11-09,2023-11-20,11,Completed,Mobile App
1490,PERM-2024-01490,S2,R1,2024-07-29,2024-08-01,3,Completed,Online Portal
1491,PERM-2025-01491,S2,R3,2025-06-04,2025-06-05,1,Completed,Online Portal
1492,PERM-2024-01492,S1,R1,2024-11-17,2024-11-20,3,Completed,Online Portal
1493,PERM-2023-01493,S1,R1,2023-06-14,2023-06-15,1,Completed,Online Portal
1494,PERM-2023-01494,S2,R3,2023-11-01,2023-11-03,2,Completed,Online Portal
1495,PERM-2023-01495,S2,R3,2023-06-05,2023-06-08,3,Completed,Mobile App
1496,PERM-2024-01496,S2,R1,2024-09-11,2024-09-12,1,Completed,Mobile App
1497,PERM-2025-01497,S1,R1,2025-08-14,,13,Under Review,Service Center
1498,PERM-2023-01498,S2,R1,2023-11-30,2023-12-01,1,Completed,Online Portal
1499,PERM-2025-01499,S1,R4,2025-08-26,2025-08-27,1,Completed,Mobile App
1500,PERM-2024-01500,S1,R1,2024-05-25,2024-05-28,3,Completed,Mobile App
1501,PERM-2025-01501,S2,R4,2025-11-09,2025-11-22,13,Rejected,Service Center
1502,PERM-2023-01502,S1,R2,2023-10-09,2023-10-11,2,Completed,Online Portal
1503,PERM-2025-01503,S1,R1,2025-03-07,2025-03-09,2,Completed,Mobile App
1504,PERM-2025-01504,S2,R1,2025-10-21,2025-11-10,20,Completed,Service Center
1505,PERM-2023-01505,S2,R1,2023-04-29,2023-05-02,3,Completed,Online Portal
1506,PERM-2025-01506,S3,R1,2025-11-24,2025-12-17,23,Completed,Service Center
1507,PERM-2023-01507,S2,R1,2023-07-17,2023-07-18,1,Completed,Online Portal
1508,PERM-2024-01508,S1,R2,2024-04-29,2024-04-30,1,Completed,Mobile App
1509,PERM-2025-01509,S1,R5,2025-12-18,,22,Under Review,Service Center
1510,PERM-2025-01510,S5,R2,2025-04-16,2025-04-25,9,Completed,Mobile App
1511,PERM-2025-01511,S2,R2,2025-10-05,2025-10-06,1,Completed,Online Portal
1512,PERM-2024-01512,S2,R1,2024-11-21,2024-11-23,2,Completed,Online Portal
1513,PERM-2025-01513,S1,R1,2025-11-01,,17,Under Review,Service Center
1514,PERM-2024-01514,S2,R1,2024-05-04,2024-05-07,3,Completed,Online Portal
1515,PERM-2023-01515,S1,R2,2023-10-03,2023-10-05,2,Completed,Online Portal
1516,PERM-2024-01516,S2,R4,2024-11-23,2024-11-26,3,Completed,Mobile App
1517,PERM-2023-01517,S5,R2,2023-08-30,2023-09-08,9,Completed,Online Portal
1518,PERM-2023-01518,S5,R1,2023-05-06,2023-05-15,9,Completed,Online Portal
1519,PERM-2023-01519,S2,R1,2023-08-05,2023-08-06,1,Completed,Online Portal
1520,PERM-2025-01520,S2,R2,2025-11-28,2025-12-01,3,Completed,Online Portal
1521,PERM-2024-01521,S5,R1,2024-05-09,2024-05-19,10,Completed,Mobile App
1522,PERM-2024-01522,S2,R3,2024-03-02,2024-03-05,3,Completed,Mobile App
1523,PERM-2025-01523,S1,R3,2025-07-07,2025-07-10,3,Completed,Mobile App
1524,PERM-2023-01524,S2,R2,2023-05-31,,16,Under Review,Service Center
1525,PERM-2024-01525,S1,R1,2024-01-19,,13,Under Review,Service Center
1526,PERM-2023-01526,S2,R1,2023-11-04,2023-11-05,1,Completed,Mobile App
1527,PERM-2025-01527,S2,R1,2025-01-15,2025-01-16,1,Completed,Online Portal
1528,PERM-2025-01528,S2,R1,2025-06-10,2025-06-12,2,Rejected,Mobile App
1529,PERM-2024-01529,S2,R1,2024-01-10,2024-01-13,3,Completed,Online Portal
1530,PERM-2025-01530,S1,R2,2025-10-28,2025-10-29,1,Completed,Mobile App
1531,PERM-2023-01531,S2,R2,2023-05-09,2023-05-12,3,Rejected,Mobile App
1532,PERM-2025-01532,S3,R1,2025-10-11,2025-10-14,3,Completed,Online Portal
1533,PERM-2024-01533,S2,R1,2024-10-30,2024-11-14,15,Completed,Service Center
1534,PERM-2024-01534,S2,R1,2024-05-31,2024-06-02,2,Completed,Online Portal
1535,PERM-2023-01535,S5,R1,2023-03-27,2023-04-07,11,Completed,Mobile App
1536,PERM-2023-01536,S4,R3,2023-11-07,2023-11-08,1,Completed,Online Portal
1537,PERM-2024-01537,S1,R1,2024-03-02,,24,Under Review,Service Center
1538,PERM-2023-01538,S1,R1,2023-04-24,2023-04-25,1,Completed,Online Portal
1539,PERM-2023-01539,S2,R1,2023-10-30,2023-10-31,1,Completed,Online Portal
1540,PERM-2025-01540,S3,R3,2025-01-13,2025-01-16,3,Completed,Online Portal
1541,PERM-2024-01541,S5,R2,2024-08-10,2024-08-20,10,Completed,Online Portal
1542,PERM-2025-01542,S4,R1,2025-09-13,2025-09-14,1,Completed,Online Portal
1543,PERM-2023-01543,S2,R1,2023-12-11,2023-12-13,2,Completed,Mobile App
1544,PERM-2025-01544,S2,R2,2025-03-24,2025-03-27,3,Completed,Online Portal
1545,PERM-2025-01545,S1,R4,2025-03-11,2025-03-12,1,Completed,Online Portal
1546,PERM-2025-01546,S1,R1,2025-10-21,2025-10-24,3,Completed,Online Portal
1547,PERM-2025-01547,S2,R3,2025-12-12,2026-01-04,23,Completed,Service Center
1548,PERM-2025-01548,S2,R4,2025-12-28,2025-12-30,2,Completed,Mobile App
1549,PERM-2023-01549,S2,R4,2023-12-27,2023-12-28,1,Completed,Mobile App
1550,PERM-2025-01550,S2,R2,2025-10-06,2025-10-08,2,Completed,Mobile App
1551,PERM-2024-01551,S1,R2,2024-12-04,2024-12-05,1,Completed,Online Portal
1552,PERM-2024-01552,S2,R1,2024-07-28,2024-07-29,1,Completed,Online Portal
1553,PERM-2024-01553,S1,R2,2024-11-18,2024-11-19,1,Completed,Online Portal
1554,PERM-2025-01554,S2,R1,2025-02-19,,16,Under Review,Service Center
1555,PERM-2024-01555,S3,R2,2024-08-07,,13,Under Review,Kiosk
1556,PERM-2024-01556,S2,R1,2024-08-11,2024-08-14,3,Completed,Online Portal
1557,PERM-2024-01557,S5,R2,2024-05-03,2024-05-12,9,Completed,Online Portal
1558,PERM-2025-01558,S1,R3,2025-08-28,2025-08-31,3,Completed,Online Portal
1559,PERM-2024-01559,S2,R1,2024-05-08,2024-05-10,2,Completed,Online Portal
1560,PERM-2023-01560,S2,R3,2023-01-19,2023-01-21,2,Completed,Mobile App
1561,PERM-2024-01561,S2,R1,2024-02-01,2024-02-04,3,Rejected,Online Portal
1562,PERM-2025-01562,S3,R3,2025-09-27,2025-10-19,22,Rejected,Service Center
1563,PERM-2025-01563,S2,R1,2025-04-30,2025-05-03,3,Completed,Online Portal
1564,PERM-2025-01564,S4,R1,2025-04-01,,17,Under Review,Service Center
1565,PERM-2024-01565,S1,R4,2024-03-30,2024-04-01,2,Completed,Mobile App
1566,PERM-2024-01566,S4,R1,2024-12-25,2024-12-28,3,Completed,Mobile App
1567,PERM-2025-01567,S1,R3,2025-12-24,2025-12-27,3,Completed,Mobile App
1568,PERM-2024-01568,S4,R1,2024-12-11,2024-12-14,3,Completed,Mobile App
1569,PERM-2023-01569,S2,R1,2023-05-23,2023-05-26,3,Completed,Mobile App
1570,PERM-2025-01570,S2,R1,2025-07-05,2025-07-08,3,Completed,Mobile App
1571,PERM-2025-01571,S2,R2,2025-04-07,2025-04-08,1,Completed,Mobile App
1572,PERM-2024-01572,S5,R1,2024-08-27,2024-09-21,25,Completed,Kiosk
1573,PERM-2023-01573,S1,R1,2023-11-01,2023-11-04,3,Completed,Mobile App
1574,PERM-2025-01574,S2,R1,2025-01-05,2025-01-08,3,Completed,Mobile App
1575,PERM-2023-01575,S3,R1,2023-10-18,2023-10-31,13,Completed,Service Center
1576,PERM-2023-01576,S2,R5,2023-04-12,,3,Under Review,Online Portal
